"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","doubledash-us-treatment-min-119-119 Value","doubledash-us-treatment-min-119-119 Exposure Volume","doubledash-us-treatment-min-119-119 Absolute Impact","doubledash-us-treatment-min-119-119 Absolute Impact Confidence Interval","doubledash-us-treatment-min-119-119 Relative Impact","doubledash-us-treatment-min-119-119 Relative Impact Confidence Interval","doubledash-us-treatment-min-119-119 P Value","doubledash-us-treatment-min-119-119 Significance","doubledash-us-treatment-min-119-119 Coverage","doubledash-us-treatment-min-119-119 Relative Global Lift","doubledash-us-treatment-min-119-119 Absolute Global Lift","doubledash-us-treatment-min-99-99 Value","doubledash-us-treatment-min-99-99 Exposure Volume","doubledash-us-treatment-min-99-99 Absolute Impact","doubledash-us-treatment-min-99-99 Absolute Impact Confidence Interval","doubledash-us-treatment-min-99-99 Relative Impact","doubledash-us-treatment-min-99-99 Relative Impact Confidence Interval","doubledash-us-treatment-min-99-99 P Value","doubledash-us-treatment-min-99-99 Significance","doubledash-us-treatment-min-99-99 Coverage","doubledash-us-treatment-min-99-99 Relative Global Lift","doubledash-us-treatment-min-99-99 Absolute Global Lift"
"cx_app_quality_tbt_web","Metric","N/A","","mean","0.131442","225,679","0.132036","220,325","0.000279","[-0.002008, +0.002567]","0.002125","[-1.5277%, +1.9527%]","0.810858","-","0.136259","0.000225","0.000038","0.131905","219,898","0.000493","[-0.001792, +0.002777]","0.003749","[-1.3631%, +2.1129%]","0.672436","-","0.136259","0.000394","0.000067"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_tbt_web","","mean","0.059850","139,305","0.061188","135,741","0.001338","[-0.00089, +0.003566]","0.022351","[-1.4879%, +5.9581%]","0.239325","-","0.021258","0.000168","0.000028","0.061927","135,605","0.002077","[-0.000194, +0.004348]","0.034703","[-0.3245%, +7.2652%]","0.073072","-","0.021258","0.000259","0.000044"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_tbt_web","","mean","0.147798","189,594","0.147819","185,475","0.000021","[-0.002995, +0.003036]","0.000140","[-2.0262%, +2.0542%]","0.989246","-","0.040647","0.000000","0.000000","0.146960","184,817","-0.000838","[-0.003778, +0.002102]","-0.005670","[-2.5563%, +1.4223%]","0.576420","-","0.040647","-0.000200","-0.000034"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_tbt_web","","mean","0.255702","131,928","0.253992","128,498","-0.001711","[-0.007166, +0.003745]","-0.006691","[-2.8026%, +1.4644%]","0.538767","-","0.024123","-0.000245","-0.000042","0.255740","128,395","0.000037","[-0.005483, +0.005558]","0.000146","[-2.1444%, +2.1735%]","0.989442","-","0.024123","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_tbt_web","","mean","0.112403","48,143","0.109272","47,013","-0.003131","[-0.008031, +0.001769]","-0.027857","[-7.1451%, +1.5738%]","0.210421","-","0.006038","-0.000113","-0.000019","0.108714","46,954","-0.003690","[-0.008536, +0.001157]","-0.032825","[-7.5942%, +1.0292%]","0.135664","-","0.006038","-0.000131","-0.000022"
"page_dimension_cx_store_page","Dimension","cx_app_quality_tbt_web","","mean","0.085576","159,388","0.087722","155,203","0.002147","[-0.000669, +0.004962]","0.025084","[-0.7819%, +5.7987%]","0.135125","-","0.044086","0.000558","0.000095","0.087431","154,540","0.001855","[-0.001007, +0.004717]","0.021676","[-1.1763%, +5.5116%]","0.203908","-","0.044086","0.000482","0.000082"
"dashpass_paid_balance","Metric","N/A","","mean","0.295429","8,842,901","0.295394","8,587,219","-0.000108","[-0.000303, +0.000088]","-0.000364","[-0.1024%, +0.0296%]","0.279853","-","0.498216","-0.000181","-0.000088","0.295628","8,585,404","0.000013","[-0.000182, +0.000208]","0.000043","[-0.0617%, +0.0703%]","0.898528","-","0.498216","0.000021","0.000010"
"dashpass_signup","Metric","N/A","","mean","0.034839","8,842,901","0.034680","8,587,219","-0.000159","[-0.000333, +0.000016]","-0.004555","[-0.9571%, +0.046%]","0.075067","-","0.560941","-0.002555","-0.002170","0.034731","8,585,404","-0.000108","[-0.000283, +0.000067]","-0.003098","[-0.8127%, +0.1932%]","0.227343","-","0.560941","-0.001738","-0.001476"
"dbd_attach_rate_post_checkout","Metric","N/A","","mean","0.032360","6,603,878","0.032243","6,413,408","-0.000116","[-0.000256, +0.000025]","-0.003582","[-0.7922%, +0.0759%]","0.105851","-","0.678181","-0.002411","-0.000079","0.032334","6,412,715","-0.000038","[-0.000179, +0.000102]","-0.001181","[-0.5526%, +0.3164%]","0.594232","-","0.678181","-0.000795","-0.000026"
"dbd_attach_rate_pre_and_post","Metric","N/A","","mean","0.039914","6,704,217","0.039586","6,510,394","-0.000328","[-0.000488, -0.000169]","-0.008229","[-1.2227%, -0.4232%]","0.000055","Significant","0.672221","-0.005575","-0.000221","0.039764","6,510,181","-0.000170","[-0.00033, -0.000011]","-0.004271","[-0.8276%, -0.0267%]","0.036543","Significant","0.672221","-0.002895","-0.000115"
"dbd_attach_rate_pre_checkout","Metric","N/A","","mean","0.011485","6,704,217","0.011192","6,510,394","-0.000293","[-0.000391, -0.000194]","-0.025475","[-3.4075%, -1.6876%]","0.000000","Significant","0.690596","-0.017650","-0.000202","0.011310","6,510,181","-0.000180","[-0.000279, -0.00008]","-0.015629","[-2.4267%, -0.6992%]","0.000390","Significant","0.690596","-0.010831","-0.000124"
"dbd_avg_o2_20_late","Metric","N/A","","mean","0.033028","683,931","0.032630","659,759","-0.000402","[-0.000907, +0.000103]","-0.012182","[-2.7475%, +0.311%]","0.118436","-","0.683925","-0.008683","-0.000275","0.032618","662,322","-0.000419","[-0.000924, +0.000086]","-0.012688","[-2.7973%, +0.2597%]","0.103744","-","0.683925","-0.009048","-0.000286"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_20_late","","mean","0.029971","144,195","0.029558","139,424","-0.000413","[-0.001442, +0.000615]","-0.013788","[-4.8107%, +2.053%]","0.431001","-","0.149821","-0.001953","-0.000062","0.029334","139,798","-0.000637","[-0.001662, +0.000387]","-0.021267","[-5.5437%, +1.2903%]","0.222524","-","0.149821","-0.003012","-0.000095"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_20_late","","mean","0.030501","8,509","0.029634","8,381","-0.000867","[-0.005283, +0.003549]","-0.028438","[-17.3223%, +11.6348%]","0.700265","-","0.008040","-0.000219","-0.000007","0.026586","8,264","-0.003915","[-0.008235, +0.000404]","-0.128370","[-26.9996%, +1.3257%]","0.075650","-","0.008040","-0.000987","-0.000031"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_20_late","","mean","0.033931","534,914","0.033552","515,637","-0.000379","[-0.000963, +0.000205]","-0.011170","[-2.8377%, +0.6038%]","0.203283","-","0.525469","-0.006280","-0.000199","0.033635","517,887","-0.000296","[-0.00088, +0.000289]","-0.008712","[-2.5934%, +0.851%]","0.321455","-","0.525469","-0.004903","-0.000155"
"dbd_user_type_NULL","Dimension","dbd_avg_o2_20_late","","mean","0.000000","2","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_20_late","","mean","0.030692","140,330","0.029579","135,357","-0.001113","[-0.002386, +0.00016]","-0.036262","[-7.7727%, +0.5203%]","0.086525","-","0.094571","-0.003324","-0.000105","0.029919","135,536","-0.000773","[-0.002049, +0.000504]","-0.025178","[-6.6764%, +1.6407%]","0.235356","-","0.094571","-0.002308","-0.000073"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_20_late","","mean","0.033404","555,009","0.033122","535,293","-0.000282","[-0.000831, +0.000267]","-0.008432","[-2.4871%, +0.8007%]","0.314759","-","0.589388","-0.005236","-0.000166","0.033051","537,850","-0.000353","[-0.000901, +0.000196]","-0.010557","[-2.6982%, +0.5867%]","0.207738","-","0.589388","-0.006559","-0.000208"
"dbd_bundle_type_NULL","Dimension","dbd_avg_o2_20_late","","mean","0.000000","2","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_20_late","","mean","0.029831","563,047","0.029798","545,122","-0.000033","[-0.000577, +0.000511]","-0.001103","[-1.934%, +1.7133%]","0.905600","-","0.529936","-0.000551","-0.000017","0.029548","546,746","-0.000283","[-0.000827, +0.00026]","-0.009498","[-2.7714%, +0.8719%]","0.306843","-","0.529936","-0.004741","-0.000150"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_20_late","","mean","0.043929","164,095","0.042521","156,001","-0.001408","[-0.002631, -0.000186]","-0.032062","[-5.9897%, -0.4228%]","0.023965","Significant","0.153978","-0.006810","-0.000216","0.043250","157,717","-0.000679","[-0.001901, +0.000542]","-0.015462","[-4.3268%, +1.2345%]","0.275791","-","0.153978","-0.003287","-0.000104"
"dbd_avg_o2_cancellations","Metric","N/A","","mean","0.025355","697,858","0.025536","673,432","0.000187","[-0.000252, +0.000627]","0.007377","[-0.9957%, +2.471%]","0.404220","-","0.684284","0.005126","0.000128","0.025820","676,203","0.000479","[+0.000036, +0.000921]","0.018875","[+0.142%, +3.6331%]","0.034058","Significant","0.684284","0.013124","0.000327"
"dbd_bundle_type_NULL","Dimension","dbd_avg_o2_cancellations","","mean","0.333333","3","0.000000","3","-0.333333","[-0.986654, +0.319988]","-1.000000","[-295.9965%, +95.9965%]","0.317311","-","0.000002","0.000000","0.000000","0.000000","3","-0.333333","[-0.986654, +0.319988]","-1.000000","[-295.9965%, +95.9965%]","0.317311","-","0.000002","0.000000","0.000000"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_cancellations","","mean","0.026365","575,446","0.026488","557,329","0.000123","[-0.000383, +0.000628]","0.004657","[-1.4524%, +2.3837%]","0.634190","-","0.530739","0.002611","0.000065","0.026932","559,135","0.000567","[+0.000056, +0.001077]","0.021498","[+0.2135%, +4.0861%]","0.029550","Significant","0.530739","0.012058","0.000301"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_cancellations","","mean","0.021890","167,082","0.022198","158,996","0.000308","[-0.000564, +0.00118]","0.014060","[-2.577%, +5.3889%]","0.489029","-","0.153555","0.001883","0.000047","0.021948","160,741","0.000058","[-0.00081, +0.000927]","0.002669","[-3.6998%, +4.2336%]","0.895088","-","0.153555","0.000358","0.000009"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_cancellations","","mean","0.023802","146,914","0.024192","142,157","0.000390","[-0.000524, +0.001305]","0.016395","[-2.2035%, +5.4825%]","0.403057","-","0.149687","0.002338","0.000058","0.024456","142,532","0.000654","[-0.000267, +0.001574]","0.027461","[-1.1219%, +6.6142%]","0.164081","-","0.149687","0.003917","0.000098"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_cancellations","","mean","0.024600","8,689","0.021453","8,551","-0.003147","[-0.007005, +0.000711]","-0.127919","[-28.476%, +2.8922%]","0.109922","-","0.008024","-0.001003","-0.000025","0.021092","8,407","-0.003508","[-0.007323, +0.000307]","-0.142604","[-29.7682%, +1.2475%]","0.071499","-","0.008024","-0.001121","-0.000028"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_cancellations","","mean","0.025797","546,054","0.025975","526,509","0.000179","[-0.000327, +0.000684]","0.006922","[-1.2663%, +2.6507%]","0.488475","-","0.525974","0.003760","0.000094","0.026265","529,007","0.000468","[-0.00004, +0.000977]","0.018160","[-0.1568%, +3.7887%]","0.071209","-","0.525974","0.009873","0.000246"
"dbd_user_type_NULL","Dimension","dbd_avg_o2_cancellations","","mean","0.333333","3","0.000000","3","-0.333333","[-0.986654, +0.319988]","-1.000000","[-295.9965%, +95.9965%]","0.317311","-","0.000002","0.000000","0.000000","0.000000","3","-0.333333","[-0.986654, +0.319988]","-1.000000","[-295.9965%, +95.9965%]","0.317311","-","0.000002","0.000000","0.000000"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_cancellations","","mean","0.031872","144,458","0.032634","139,488","0.000762","[-0.000537, +0.002061]","0.023908","[-1.6852%, +6.4668%]","0.250305","-","0.095283","0.002910","0.000073","0.032435","139,619","0.000563","[-0.000735, +0.001861]","0.017672","[-2.3053%, +5.8396%]","0.395046","-","0.095283","0.002151","0.000054"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_cancellations","","mean","0.024299","565,075","0.024382","545,124","0.000084","[-0.000381, +0.000549]","0.003446","[-1.5692%, +2.2584%]","0.724153","-","0.589024","0.001975","0.000049","0.024750","547,901","0.000452","[-0.000017, +0.000921]","0.018593","[-0.0714%, +3.79%]","0.059095","-","0.589024","0.010661","0.000266"
"dbd_avg_o2_dx_cost","Metric","N/A","","mean","3.500017","697,889","3.502198","673,452","0.000451","[-0.008541, +0.009443]","0.000129","[-0.244%, +0.2698%]","0.921752","-","0.684288","0.000077","0.000308","3.497517","676,235","-0.005616","[-0.01462, +0.003388]","-0.001605","[-0.4177%, +0.0968%]","0.221514","-","0.684288","-0.000959","-0.003841"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_dx_cost","","mean","3.305370","146,920","3.313132","142,161","0.007761","[-0.011746, +0.027268]","0.002348","[-0.3553%, +0.825%]","0.435496","-","0.149689","0.000290","0.001160","3.292476","142,542","-0.012895","[-0.03189, +0.006101]","-0.003901","[-0.9648%, +0.1846%]","0.183364","-","0.149689","-0.000481","-0.001928"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_dx_cost","","mean","3.499735","8,689","3.483922","8,551","-0.015812","[-0.101624, +0.07]","-0.004518","[-2.9038%, +2.0001%]","0.717982","-","0.008023","-0.000031","-0.000126","3.506017","8,407","0.006282","[-0.081841, +0.094406]","0.001795","[-2.3385%, +2.6975%]","0.888875","-","0.008023","0.000013","0.000050"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_dx_cost","","mean","3.554861","546,079","3.556302","526,525","0.001441","[-0.009027, +0.011909]","0.000405","[-0.2539%, +0.335%]","0.787337","-","0.525976","0.000189","0.000757","3.555304","529,029","0.000443","[-0.010105, +0.010991]","0.000125","[-0.2843%, +0.3092%]","0.934425","-","0.525976","0.000058","0.000233"
"dbd_user_type_NULL","Dimension","dbd_avg_o2_dx_cost","","mean","2.708764","3","2.428013","3","-0.280751","[-3.856401, +3.294899]","-0.103645","[-142.3675%, +121.6384%]","0.877695","-","0.000002","0.000000","0.000000","2.427116","3","-0.281648","[-4.199371, +3.636076]","-0.103976","[-155.029%, +134.2337%]","0.887946","-","0.000002","0.000000","0.000000"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_dx_cost","","mean","3.253128","144,464","3.264363","139,491","0.011236","[-0.006454, +0.028925]","0.003454","[-0.1984%, +0.8892%]","0.213178","-","0.095282","0.000267","0.001070","3.253253","139,625","0.000126","[-0.017455, +0.017707]","0.000039","[-0.5366%, +0.5443%]","0.988808","-","0.095282","0.000003","0.000012"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_dx_cost","","mean","3.539986","565,102","3.540848","545,141","0.000862","[-0.009409, +0.011133]","0.000243","[-0.2658%, +0.3145%]","0.869361","-","0.589028","0.000127","0.000507","3.537003","547,928","-0.002983","[-0.01327, +0.007304]","-0.000843","[-0.3748%, +0.2063%]","0.569814","-","0.589028","-0.000438","-0.001756"
"dbd_bundle_type_NULL","Dimension","dbd_avg_o2_dx_cost","","mean","2.708764","3","2.428013","3","-0.280751","[-3.856401, +3.294899]","-0.103645","[-142.3675%, +121.6384%]","0.877695","-","0.000002","0.000000","0.000000","2.427116","3","-0.281648","[-4.199371, +3.636076]","-0.103976","[-155.029%, +134.2337%]","0.887946","-","0.000002","0.000000","0.000000"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_dx_cost","","mean","3.448365","575,480","3.457577","557,352","0.009213","[-0.000644, +0.019069]","0.002672","[-0.0187%, +0.553%]","0.066963","-","0.530750","0.001220","0.004887","3.447545","559,169","-0.000819","[-0.010613, +0.008974]","-0.000238","[-0.3078%, +0.2602%]","0.869738","-","0.530750","-0.000109","-0.000435"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_dx_cost","","mean","3.676960","167,082","3.658753","158,996","-0.018206","[-0.038248, +0.001835]","-0.004951","[-1.0402%, +0.0499%]","0.074996","-","0.153547","-0.000693","-0.002778","3.671489","160,741","-0.005471","[-0.025923, +0.014981]","-0.001488","[-0.705%, +0.4074%]","0.600074","-","0.153547","-0.000209","-0.000835"
"dbd_avg_o2_gov_1pc","Metric","N/A","","mean","17.182639","20,572","17.363846","19,761","0.155772","[-0.113349, +0.424894]","0.009066","[-0.6597%, +2.4728%]","0.256601","-","0.677557","0.006178","0.105750","17.288986","19,829","0.079283","[-0.191121, +0.349687]","0.004614","[-1.1123%, +2.0351%]","0.565518","-","0.677557","0.003145","0.053824"
"dbd_avg_o2_gov_3pc","Metric","N/A","","mean","16.982154","178,968","17.164316","172,808","0.178815","[+0.097137, +0.260493]","0.010530","[+0.572%, +1.5339%]","0.000018","Significant","0.694441","0.007358","0.124112","17.139377","174,104","0.146855","[+0.06483, +0.22888]","0.008648","[+0.3818%, +1.3478%]","0.000450","Significant","0.694441","0.006041","0.101897"
"dbd_avg_o2_gov_alc","Metric","N/A","","mean","27.385534","25,078","27.255555","24,355","-0.101775","[-0.491663, +0.288113]","-0.003716","[-1.7953%, +1.0521%]","0.608915","-","0.592370","-0.002183","-0.060295","27.430745","24,111","0.019770","[-0.365735, +0.405274]","0.000722","[-1.3355%, +1.4799%]","0.919938","-","0.592370","0.000424","0.011710"
"dbd_avg_o2_gov_flowers","Metric","N/A","","mean","42.612727","55","39.558190","66","-3.054537","[-13.401826, +7.292751]","-0.071681","[-31.4503%, +17.114%]","0.562869","-","0.624870","-0.047291","-1.919436","44.117945","73","1.505218","[-8.952541, +11.962977]","0.035323","[-21.0091%, +28.0737%]","0.777864","-","0.624870","0.023173","0.940566"
"dbd_avg_o2_gov_grocery","Metric","N/A","","mean","25.184319","57,440","25.458548","55,545","0.265444","[-0.010496, +0.541384]","0.010540","[-0.0417%, +2.1497%]","0.059374","-","0.568277","0.005873","0.151046","25.400768","55,585","0.211779","[-0.071084, +0.494641]","0.008409","[-0.2823%, +1.9641%]","0.142262","-","0.568277","0.004679","0.120358"
"dbd_avg_o2_gov_nv","Metric","N/A","","mean","19.616163","267,254","19.811443","258,199","0.187664","[+0.095435, +0.279893]","0.009567","[+0.4865%, +1.4268%]","0.000067","Significant","0.655323","0.006145","0.122981","19.755217","259,406","0.123383","[+0.030489, +0.216277]","0.006290","[+0.1554%, +1.1025%]","0.009234","Significant","0.655323","0.004038","0.080822"
"dbd_avg_o2_gov_pets","Metric","N/A","","mean","39.473265","1,906","40.878516","1,909","1.242663","[-0.968748, +3.454074]","0.031481","[-2.4542%, +8.7504%]","0.270737","-","0.640306","0.020250","0.793008","37.986719","1,902","-1.518703","[-3.564607, +0.5272]","-0.038474","[-9.0304%, +1.3356%]","0.145694","-","0.640306","-0.024737","-0.968739"
"dbd_avg_o2_gov_rx","Metric","N/A","","mean","18.689461","492,832","18.805353","474,739","0.115999","[+0.066172, +0.165825]","0.006207","[+0.3541%, +0.8873%]","0.000005","Significant","0.700692","0.004305","0.081199","18.744484","476,863","0.052070","[+0.002884, +0.101255]","0.002786","[+0.0154%, +0.5418%]","0.037995","Significant","0.700692","0.001934","0.036475"
"dbd_avg_o2_hqdr","Metric","N/A","","mean","0.916766","697,888","0.916846","673,453","0.000038","[-0.000746, +0.000822]","0.000041","[-0.0814%, +0.0896%]","0.924710","-","0.684287","0.000028","0.000026","0.916748","676,231","-0.000035","[-0.00083, +0.00076]","-0.000038","[-0.0906%, +0.0829%]","0.931379","-","0.684287","-0.000026","-0.000024"
"dbd_user_type_NULL","Dimension","dbd_avg_o2_hqdr","","mean","0.666667","3","1.000000","3","0.333333","[-0.319988, +0.986654]","0.499999","[-47.9982%, +147.998%]","0.317311","-","0.000002","0.000000","0.000000","1.000000","3","0.333333","[-0.319988, +0.986654]","0.499999","[-47.9982%, +147.998%]","0.317311","-","0.000002","0.000000","0.000000"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_hqdr","","mean","0.916070","144,464","0.916851","139,491","0.000780","[-0.001251, +0.002812]","0.000852","[-0.1366%, +0.307%]","0.451492","-","0.095282","0.000081","0.000074","0.916202","139,625","0.000131","[-0.001904, +0.002167]","0.000143","[-0.2079%, +0.2366%]","0.899339","-","0.095282","0.000014","0.000013"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_hqdr","","mean","0.916879","565,101","0.916844","545,142","-0.000035","[-0.000885, +0.000815]","-0.000039","[-0.0966%, +0.0888%]","0.935006","-","0.589026","-0.000023","-0.000021","0.916836","547,924","-0.000044","[-0.000907, +0.00082]","-0.000048","[-0.099%, +0.0894%]","0.921216","-","0.589026","-0.000028","-0.000026"
"dbd_bundle_type_NULL","Dimension","dbd_avg_o2_hqdr","","mean","0.666667","3","1.000000","3","0.333333","[-0.319988, +0.986654]","0.499999","[-47.9982%, +147.998%]","0.317311","-","0.000002","0.000000","0.000000","1.000000","3","0.333333","[-0.319988, +0.986654]","0.499999","[-47.9982%, +147.998%]","0.317311","-","0.000002","0.000000","0.000000"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_hqdr","","mean","0.918320","575,477","0.918052","557,353","-0.000268","[-0.001145, +0.000609]","-0.000292","[-0.1246%, +0.0663%]","0.548999","-","0.530749","-0.000155","-0.000142","0.918051","559,165","-0.000269","[-0.001164, +0.000627]","-0.000293","[-0.1268%, +0.0683%]","0.556381","-","0.530749","-0.000155","-0.000143"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_hqdr","","mean","0.911447","167,082","0.912611","158,996","0.001165","[-0.000544, +0.002874]","0.001278","[-0.0597%, +0.3153%]","0.181585","-","0.153547","0.000193","0.000178","0.912212","160,741","0.000766","[-0.000929, +0.002461]","0.000840","[-0.102%, +0.27%]","0.375958","-","0.153547","0.000127","0.000117"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_hqdr","","mean","0.920598","146,920","0.920534","142,161","-0.000064","[-0.00171, +0.001583]","-0.000069","[-0.1858%, +0.1719%]","0.939442","-","0.149688","-0.000010","-0.000010","0.921198","142,540","0.000600","[-0.00104, +0.002239]","0.000651","[-0.1129%, +0.2432%]","0.473396","-","0.149688","0.000097","0.000090"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_hqdr","","mean","0.922932","8,689","0.926261","8,551","0.003329","[-0.003535, +0.010192]","0.003607","[-0.383%, +1.1043%]","0.341817","-","0.008023","0.000029","0.000026","0.931366","8,407","0.008434","[+0.001705, +0.015163]","0.009138","[+0.1847%, +1.6429%]","0.014026","Significant","0.008023","0.000073","0.000067"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_hqdr","","mean","0.915611","546,078","0.915669","526,526","0.000059","[-0.000841, +0.000959]","0.000064","[-0.0919%, +0.1047%]","0.898274","-","0.525975","0.000034","0.000031","0.915293","529,027","-0.000318","[-0.001236, +0.000599]","-0.000348","[-0.135%, +0.0655%]","0.496711","-","0.525975","-0.000182","-0.000167"
"dbd_avg_o2_mi","Metric","N/A","","mean","0.017029","683,961","0.017135","659,780","0.000097","[-0.000275, +0.00047]","0.005716","[-1.6144%, +2.7576%]","0.608297","-","0.683928","0.004085","0.000067","0.016819","662,351","-0.000231","[-0.000601, +0.000138]","-0.013585","[-3.527%, +0.81%]","0.219503","-","0.683928","-0.009714","-0.000158"
"dbd_bundle_type_NULL","Dimension","dbd_avg_o2_mi","","mean","0.000000","2","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_mi","","mean","0.017516","563,079","0.017692","545,146","0.000177","[-0.00025, +0.000604]","0.010083","[-1.4293%, +3.446%]","0.417522","-","0.529946","0.005746","0.000094","0.017283","546,777","-0.000233","[-0.000656, +0.000191]","-0.013288","[-3.7477%, +1.0901%]","0.281628","-","0.529946","-0.007574","-0.000123"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_mi","","mean","0.015368","164,095","0.015190","156,001","-0.000179","[-0.000921, +0.000564]","-0.011634","[-5.9947%, +3.6679%]","0.636951","-","0.153971","-0.001681","-0.000027","0.015212","157,717","-0.000157","[-0.000896, +0.000582]","-0.010202","[-5.8291%, +3.7887%]","0.677562","-","0.153971","-0.001475","-0.000024"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_mi","","mean","0.018076","144,201","0.018380","139,428","0.000304","[-0.000525, +0.001133]","0.016830","[-2.9018%, +6.2677%]","0.471851","-","0.149823","0.002795","0.000046","0.018193","139,806","0.000117","[-0.000703, +0.000938]","0.006494","[-3.8902%, +5.1889%]","0.779196","-","0.149823","0.001078","0.000018"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_mi","","mean","0.017345","8,509","0.016700","8,381","-0.000646","[-0.003969, +0.002677]","-0.037227","[-22.8797%, +15.4343%]","0.703301","-","0.008040","-0.000317","-0.000005","0.014857","8,264","-0.002489","[-0.005756, +0.000779]","-0.143482","[-33.1861%, +4.4897%]","0.135478","-","0.008040","-0.001220","-0.000020"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_mi","","mean","0.016721","534,938","0.016773","515,654","0.000051","[-0.000368, +0.000471]","0.003070","[-2.2016%, +2.8156%]","0.810466","-","0.525471","0.001654","0.000027","0.016447","517,908","-0.000274","[-0.000691, +0.000142]","-0.016393","[-4.1295%, +0.851%]","0.196981","-","0.525471","-0.008840","-0.000144"
"dbd_user_type_NULL","Dimension","dbd_avg_o2_mi","","mean","0.000000","2","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_mi","","mean","0.012591","140,336","0.011999","135,360","-0.000592","[-0.001411, +0.000228]","-0.046990","[-11.2057%, +1.8076%]","0.156934","-","0.094571","-0.003436","-0.000056","0.012487","135,542","-0.000103","[-0.00093, +0.000723]","-0.008218","[-7.3889%, +5.7453%]","0.806245","-","0.094571","-0.000601","-0.000010"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_mi","","mean","0.017742","555,035","0.017962","535,311","0.000221","[-0.000191, +0.000632]","0.012448","[-1.0738%, +3.5635%]","0.292676","-","0.589392","0.007985","0.000130","0.017513","537,874","-0.000228","[-0.000636, +0.000179]","-0.012863","[-3.5824%, +1.0098%]","0.272200","-","0.589392","-0.008255","-0.000134"
"dbd_avg_o2_nd","Metric","N/A","","mean","0.006437","683,931","0.006358","659,759","-0.000079","[-0.000307, +0.000148]","-0.012342","[-4.7691%, +2.3006%]","0.493755","-","0.683925","-0.009193","-0.000054","0.006386","662,322","-0.000051","[-0.000278, +0.000176]","-0.007954","[-4.3192%, +2.7284%]","0.658181","-","0.683925","-0.005927","-0.000035"
"dbd_bundle_type_NULL","Dimension","dbd_avg_o2_nd","","mean","0.000000","2","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000","0.000000","3","0.000000","[0, 0]","","[]","1.000000","-","0.000002","0.000000","0.000000"
